sales_region_code,item_code,first_cate_code,second_cate_code,prediction_1_month,prediction_2_month,prediction_3_month
101,20429,305,412,6981.819214,6976.475464,6979.147339
101,20433,305,412,152.5460792,152.2923112,152.4191952
101,20434,306,407,852.8683357,851.4527626,852.1605492
101,20438,304,409,478.3969526,478.3886309,478.3927917
101,20439,302,408,713.8637638,710.3866482,712.125206
101,20445,303,401,564.5622711,563.4121628,563.9872169
101,20447,304,409,299.7323236,299.7319212,299.7321224
101,20449,306,407,3714.889191,3714.67746,3714.783325
101,20452,301,405,806.0207329,806.2297859,806.1252594
101,20457,305,412,3841.22464,3846.568329,3843.896484
101,20459,305,412,290.138546,289.9466171,290.0425816
101,20461,303,406,246.231802,246.2959881,246.263895
101,20465,302,408,631.7485695,633.2424278,632.4954987
101,20473,306,407,566.6630058,566.8060799,566.7345428
101,20478,302,408,709.9703121,709.8715496,709.9209309
101,20480,307,403,803.8144951,802.9136772,803.3640862
101,20483,305,412,322.4503975,322.3610611,322.4057293
101,20492,307,403,451.5682116,454.801856,453.1850338
101,20494,304,409,410.7688332,411.2248611,410.9968472
101,20498,306,407,63.22292686,63.08838964,63.15565825
101,20501,306,407,3721.376274,3717.618019,3719.497147
101,20502,305,412,166.6643124,166.574337,166.6193247
101,20503,308,404,3737.996597,3739.182968,3738.589783
101,20504,307,403,554.151268,555.2535248,554.7023964
101,20506,303,401,3017.530952,3017.567162,3017.549057
101,20511,308,404,138.5855441,138.6058946,138.5957193
101,20512,308,404,836.5326347,837.1189842,836.8258095
101,20515,305,412,1168.605339,1168.908546,1168.756943
101,20522,305,412,669.5763092,669.9701996,669.7732544
101,20523,308,404,2912.3153,2905.448524,2908.881912
101,20525,301,405,294.4114504,293.3430281,293.8772392
101,20527,303,406,149.4689894,149.4770384,149.4730139
101,20528,303,410,81.21048117,81.22512674,81.21780396
101,20531,307,403,946.2383499,946.3682709,946.3033104
101,20538,306,407,302.252985,302.4359455,302.3444653
101,20540,303,401,461.6936865,462.5992594,462.1464729
101,20545,305,412,32587.95093,32751.74146,32669.84619
101,20549,307,403,5090.693466,5102.01619,5096.354828
101,20552,308,404,3699.938438,3700.177528,3700.057983
101,20554,305,412,1048.631283,1050.55756,1049.594421
101,20555,308,404,3562.190857,3559.300842,3560.74585
101,20561,303,401,554.7730217,544.2008247,549.4869232
101,20563,303,401,182.3749127,181.5221725,181.9485426
101,20567,303,406,361.5470333,361.618803,361.5829182
101,20569,303,401,1447.261589,1447.239906,1447.250748
101,20575,308,404,10891.10394,10942.4892,10916.79657
101,20580,302,408,384.5836658,384.0948086,384.3392372
101,20583,306,407,7144.028656,7154.441193,7149.234924
101,20584,306,407,263.5862389,264.1262398,263.8562393
101,20587,306,407,571.6193886,572.8766518,572.2480202
101,20590,306,407,259.2782555,258.8731422,259.0756989
101,20596,302,408,396.8437891,397.4335165,397.1386528
101,20597,302,408,6241.387253,6233.479385,6237.433319
101,20600,307,403,1914.327267,1917.226078,1915.776672
101,20604,307,403,6802.134003,6823.892914,6813.013458
101,20614,304,409,1847.537247,1851.265091,1849.401169
101,20616,306,407,138.1684313,137.9602518,138.0643415
101,20618,307,403,4771.210861,4771.598892,4771.404877
101,20624,302,408,-2143.154205,-2139.586578,-2141.370392
101,20625,302,408,453.4880495,453.4585142,453.4732819
101,20627,307,403,0,0,0
101,20628,303,401,1417.274837,1417.50246,1417.388649
101,20631,307,403,6044.540192,6023.117279,6033.828735
101,20635,302,408,335.2344942,335.2331305,335.2338123
101,20636,306,407,1137.04575,1145.535809,1141.290779
101,20648,305,412,2318.009865,2318.546074,2318.277969
101,20649,308,404,327.038929,326.2777786,326.6583538
101,20653,305,412,938.0035725,938.5592327,938.2814026
101,20654,307,403,696.1236935,696.2699146,696.196804
101,20655,306,407,851.2277031,851.3909721,851.3093376
101,20656,305,412,382.1373215,381.9336185,382.03547
101,20657,303,410,357.4682293,355.95508,356.7116547
101,20658,305,412,3489.943146,3489.586426,3489.764786
101,20661,302,408,4777.727631,4764.878876,4771.303253
101,20662,305,412,766.7950077,767.8477459,767.3213768
101,20664,307,403,5419.82196,5432.272461,5426.047211
101,20666,307,403,5181.094711,5194.328568,5187.711639
101,20668,304,409,782.056448,782.195261,782.1258545
101,20672,302,408,268.6721659,268.6984396,268.6853027
101,20674,308,404,3657.606873,3659.815002,3658.710938
101,20675,307,403,2215.743065,2215.02018,2215.381622
101,20678,303,401,2281.222635,2366.650137,2323.936386
101,20682,306,407,0,0,0
101,20683,302,408,0,0,0
101,20687,307,403,814.2292175,824.8986664,819.563942
101,20688,303,401,831.03018,830.0288181,830.5294991
101,20689,303,401,1495.044132,1493.829464,1494.436798
101,20692,308,404,3694.082771,3693.960594,3694.021683
101,20693,308,404,456.6513205,462.2305727,459.4409466
101,20696,305,412,1311.992432,1312.865204,1312.428818
101,20697,304,409,513.1336403,511.2141991,512.1739197
101,20699,306,407,0,0,0
101,20700,306,407,739.1441154,738.1669426,738.655529
101,20701,302,408,1521.539352,1521.560242,1521.549797
101,20704,307,403,843.2817822,846.5832539,844.932518
101,20707,306,407,284.0363703,284.6002951,284.3183327
101,20712,306,407,-348.5322671,-358.9116759,-353.7219715
101,20714,305,412,869.6281586,871.2849655,870.456562
101,20716,303,401,247.7103081,247.4768028,247.5935555
101,20717,303,401,148.2055607,148.3211432,148.2633519
101,20720,303,401,514.6712914,514.4303093,514.5508003
101,20722,306,407,421.8402872,425.1682463,423.5042667
101,20727,302,408,2517.551743,2517.900833,2517.726288
101,20729,306,407,406.4028807,407.564271,406.9835758
101,20731,302,408,237.0749874,237.3544292,237.2147083
101,20734,306,407,592.3090496,592.2663746,592.2877121
101,20736,308,404,3689.51783,3690.660698,3690.089264
101,20738,305,412,302.0318613,302.0072737,302.0195675
101,20739,305,412,2004.652565,2007.350304,2006.001434
101,20740,304,409,219.4405422,219.4045296,219.4225359
101,20742,308,404,602.1509762,601.5805988,601.8657875
101,20743,305,412,6015.553635,6016.152908,6015.853271
101,20744,302,408,1400.169724,1399.642441,1399.906082
101,20750,306,407,3648.555573,3648.199188,3648.37738
101,20753,308,404,2842.225906,2837.433823,2839.829865
101,20759,302,408,2324.617592,2327.271141,2325.944366
101,20763,308,404,2087.822441,2082.102943,2084.962692
101,20764,305,412,3613.009521,3612.662781,3612.836151
101,20766,306,407,1515.250736,1515.409588,1515.330162
101,20768,308,404,1169.932961,1168.172127,1169.052544
101,20775,306,407,466.5964146,466.9211559,466.7587852
101,20777,308,404,3614.779167,3615.222664,3615.000916
101,20780,306,407,426.0846415,428.9812193,427.5329304
101,20782,303,406,104.5756547,104.55983,104.5677423
101,20786,303,401,288.8021393,289.2588501,289.0304947
101,20795,307,403,1168.604942,1168.208565,1168.406754
101,20797,305,412,220.7249928,220.6005859,220.6627893
101,20803,304,409,1452.20668,1455.053146,1453.629913
101,20804,302,408,274.5095263,274.6756735,274.5925999
101,20805,306,407,1010.018131,1008.818768,1009.418449
101,20808,306,407,615.7324562,614.8333397,615.2828979
101,20810,306,407,4482.461807,4490.496262,4486.479034
101,20816,306,407,1481.584301,1481.538944,1481.561623
101,20820,306,407,22562.64319,22482.88049,22522.76184
101,20822,306,407,3719.43293,3719.191948,3719.312439
101,20827,303,401,1313.252094,1313.739407,1313.49575
101,20828,305,412,22803.79608,22789.76227,22796.77917
101,20830,307,403,337.6150579,337.5634699,337.5892639
101,20831,306,407,1311.645084,1320.008625,1315.826855
101,20840,303,401,1495.382126,1492.40451,1493.893318
101,20841,307,403,4912.734177,4922.210281,4917.472229
101,20842,308,404,3729.189491,3727.331657,3728.260574
101,20846,302,408,237.4245214,237.4228048,237.4236631
101,20849,305,412,3081.204681,3059.736633,3070.470657
101,20854,302,408,1533.401997,1533.360088,1533.381042
101,20855,306,407,190.236074,190.2403531,190.2382135
101,20858,303,401,8707.824677,8736.245148,8722.034912
101,20859,306,407,646.1367912,647.4345665,646.7856789
101,20862,307,403,739.5368366,738.2216854,738.879261
101,20868,308,404,239.2269673,239.2731128,239.2500401
101,20876,304,409,5015.426117,5000.754303,5008.09021
101,20877,308,404,5659.045593,5666.664856,5662.855225
101,20879,305,412,-49.94131947,-57.33629084,-53.63880515
101,20880,305,412,878.6871433,872.3356915,875.5114174
101,20882,306,407,425.4190741,425.4229441,425.4210091
101,20886,303,410,69.96308613,70.0044508,69.98376846
101,20892,306,407,444.965189,444.7648258,444.8650074
101,20896,307,403,1364.974228,1455.930084,1410.452156
101,20900,306,407,2365.146477,2367.730721,2366.438599
101,20901,303,410,510.987112,510.6789188,510.8330154
101,20911,301,405,880.4449062,880.2233524,880.3341293
101,20912,305,412,63.02612543,63.03775549,63.03194046
101,20913,306,407,1,1,1
101,20915,304,409,0,0,0
101,20916,306,407,1718.418907,1716.826912,1717.62291
101,20920,306,407,14476.62158,14535.49146,14506.05652
101,20922,305,412,415.4777536,416.4254942,415.9516239
101,20929,308,404,785.1481075,784.286974,784.7175407
101,20932,303,401,4154.938065,4157.012924,4155.975494
101,20934,305,412,0,0,0
101,20940,303,410,119.663831,120.0593221,119.8615766
101,20942,305,412,1029.425186,1032.721878,1031.073532
101,20944,301,405,342.9214783,344.3228989,343.6221886
101,20947,306,407,382.7040262,383.8829832,383.2935047
101,20953,302,408,2024.475288,2028.12252,2026.298904
101,20956,307,403,380.1481352,380.1827898,380.1654625
101,20957,305,412,795.5715523,795.7472649,795.6594086
101,20964,306,407,346.7823734,346.6889057,346.7356396
101,20973,306,407,3616.459831,3653.635689,3635.04776
101,20976,306,407,533.073513,531.8923836,532.4829483
101,20978,305,412,460.4726744,460.5082369,460.4904556
101,20980,303,401,1558.05743,1568.791859,1563.424644
101,20981,304,409,443.6876516,443.5963602,443.6420059
101,20984,306,407,653.5425072,654.4009132,653.9717102
101,20985,303,401,405.2796955,406.9890957,406.1343956
101,20992,303,411,357.7661247,357.7424698,357.7542973
101,20993,306,407,931.1968975,930.3502293,930.7735634
101,20996,306,407,3092.861023,3104.722595,3098.791809
101,20997,305,412,2009.365593,2020.10508,2014.735336
101,20999,305,412,3481.987198,3481.648819,3481.818008
101,21000,301,405,308.6294289,308.885067,308.7572479
101,21005,306,407,3675.877335,3675.759628,3675.818481
101,21016,308,404,2008.477234,2002.447144,2005.462189
101,21023,306,407,669.3692341,671.8537197,670.6114769
101,21026,306,407,778.2564278,777.9352074,778.0958176
101,21027,302,408,499.231884,497.5620155,498.3969498
101,21028,306,407,148.0282035,147.971972,148.0000877
101,21034,306,407,310.1921024,310.3430614,310.2675819
101,21036,303,406,90,90,90
101,21038,308,404,1001.544544,1003.189114,1002.366829
101,21039,306,407,85.36048341,84.91654468,85.13851404
101,21043,306,407,191.9023643,192.1798673,192.0411158
101,21044,302,408,1006.549358,1006.227207,1006.388283
101,21046,302,408,359.8591728,359.1209297,359.4900513
101,21049,304,409,0,0,0
101,21053,306,407,43.8019594,40.4180876,42.1100235
101,21054,308,404,1093.829178,1094.503876,1094.166527
101,21057,303,401,120.7910738,120.525197,120.6581354
101,21059,302,408,537.7271519,537.9420605,537.8346062
101,21061,308,404,590.3486004,590.3913364,590.3699684
101,21062,302,408,1626.200146,1628.275715,1627.23793
101,21064,308,404,751.9606686,751.7561436,751.8584061
101,21067,302,408,2622.012192,2623.397354,2622.704773
101,21068,305,412,494.0444965,493.5363369,493.7904167
101,21069,303,401,159.3303351,159.3174691,159.3239021
101,21076,302,408,531.7990303,535.691433,533.7452316
101,21081,307,403,923.8520851,938.1346092,930.9933472
101,21082,306,407,472.9263544,473.7633657,473.3448601
101,21084,306,407,338.064065,338.3003569,338.1822109
101,21088,301,405,292.2213249,293.1809921,292.7011585
101,21090,302,408,1098.538128,1098.158726,1098.348427
101,21094,306,407,482.6818829,482.4501057,482.5659943
101,21096,305,412,3809.085236,3811.005402,3810.045319
101,21100,302,408,324.057662,324.2747717,324.1662169
101,21101,308,404,3783.006966,3785.259331,3784.133148
101,21103,306,407,4164.529816,4172.64212,4168.585968
101,21106,306,407,3674.273552,3674.032722,3674.153137
101,21109,302,408,218.3980126,218.4716945,218.4348536
101,21110,307,403,0,0,0
101,21111,303,410,109.6658237,109.9602597,109.8130417
101,21115,307,403,0,0,0
101,21119,305,412,1190.569683,1193.235325,1191.902504
101,21121,305,412,115.080936,115.2212262,115.1510811
101,21123,303,406,205.3604183,205.2563419,205.3083801
101,21124,307,403,314.0442352,313.5886688,313.816452
101,21125,304,409,1045.176117,1043.025711,1044.100914
101,21127,302,408,4420.272659,4455.743881,4438.00827
101,21129,302,408,702.5642719,704.6054325,703.5848522
101,21147,306,407,511.3144875,511.3670921,511.3407898
101,21149,304,409,1146.020191,1143.710033,1144.865112
101,21154,306,407,3689.552361,3689.144844,3689.348602
101,21157,308,404,1320.062096,1325.066231,1322.564163
101,21158,306,407,2408.82325,2401.889793,2405.356522
101,21160,306,407,1140.652973,1141.821926,1141.23745
101,21166,305,412,348.3548222,350.6052723,349.4800472
101,21168,308,404,342.4071159,342.4557457,342.4314308
101,21174,305,412,0,0,0
101,21182,303,401,256.009366,255.9762983,255.9928322
101,21183,307,403,713.9910202,712.1473236,713.0691719
101,21184,303,401,1469.089626,1469.10358,1469.096603
101,21185,307,403,620.243084,620.4333382,620.3382111
101,21188,303,410,681.266161,681.03475,681.1504555
101,21192,303,411,327.7693968,327.3354502,327.5524235
101,21195,302,408,416.789854,418.3474941,417.5686741
101,21198,306,407,578.1211433,578.1068077,578.1139755
101,21201,306,407,1080.410328,1083.546581,1081.978455
101,21212,306,407,2211.149048,2211.162048,2211.155548
101,21215,303,401,147.2781401,147.191474,147.234807
101,21220,305,412,851.2570553,851.2903233,851.2736893
101,21221,306,407,352.6454754,351.8159657,352.2307205
101,21225,306,407,272.5149431,272.5195417,272.5172424
101,21230,305,412,315.4786415,315.6356125,315.557127
101,21236,303,410,168.4101348,169.889607,169.1498709
101,21237,306,407,1254.569668,1254.951893,1254.76078
101,21238,308,404,3422.952812,3425.131752,3424.042282
101,21239,306,407,261.5619812,261.537899,261.5499401
101,21240,302,408,956.6552925,956.888752,956.7720222
101,21245,302,408,375.3232841,375.9085579,375.615921
101,21249,307,403,17234.42987,17277.13507,17255.78247
101,21253,306,407,4658.00322,4642.359329,4650.181274
101,21255,306,407,1101.849506,1105.881397,1103.865452
101,21260,301,405,190.9906178,191.5914936,191.2910557
101,21268,307,403,645.7498322,645.7398453,645.7448387
101,21271,306,407,4715.627884,4702.229782,4708.928833
101,21274,305,412,1139.709747,1140.228683,1139.969215
101,21280,306,407,297.6092749,298.8993044,298.2542896
101,21284,306,407,204.9837093,205.4781265,205.2309179
101,21285,306,407,1443.502842,1443.870815,1443.686829
101,21290,305,412,5000.301468,4981.012924,4990.657196
101,21292,303,410,386.7724295,386.739686,386.7560577
101,21293,306,407,213.8590775,213.8572159,213.8581467
101,21296,304,409,628.8489685,629.1533508,629.0011597
101,21297,306,407,145.144587,144.5573182,144.8509526
101,21298,306,407,1766.767117,1766.306232,1766.536674
101,21304,302,408,445.9384918,445.928936,445.9337139
101,21306,306,407,-304.8749113,-304.7588968,-304.8169041
101,21312,302,408,591.4332504,591.3919144,591.4125824
101,21314,308,404,6746.734665,6744.932205,6745.833435
101,21318,303,401,4692.941986,4702.054047,4697.498016
101,21320,306,407,0,0,0
101,21328,303,410,399.3499203,399.3657475,399.3578339
101,21329,308,404,3762.279076,3762.885109,3762.582092
101,21330,303,401,630.5412502,627.6654606,629.1033554
101,21340,304,409,2125.261772,2126.200249,2125.73101
101,21346,306,407,522.8445606,522.503931,522.6742458
101,21354,308,404,3508.19677,3508.958687,3508.577728
101,21357,303,406,0,0,0
101,21358,306,407,478.5630598,477.8047571,478.1839085
101,21359,306,407,594.8829613,593.8424339,594.3626976
101,21361,303,401,307.4980774,307.4004707,307.4492741
101,21363,305,412,153.7900205,153.5812049,153.6856127
101,21371,305,412,274.1879168,274.399272,274.2935944
101,21373,306,407,242.6624651,241.2126188,241.937542
101,21376,308,404,748.3654709,758.5396652,753.4525681
101,21379,305,412,424.8952436,426.0961771,425.4957104
101,21381,306,407,411.7355204,411.6390181,411.6872692
101,21386,306,407,966.3594284,964.6117935,965.485611
101,21394,306,407,5463.197388,5459.91449,5461.555939
101,21398,308,404,665.2543211,677.8829432,671.5686321
101,21406,303,401,1963.211197,1962.403427,1962.807312
101,21407,308,404,1441.111683,1434.04472,1437.578201
101,21409,303,410,282.8851376,282.8535976,282.8693676
101,21410,306,407,4839.754684,4841.960709,4840.857697
101,21415,305,412,1295.347599,1295.354229,1295.350914
101,21416,308,404,3742.806107,3744.93544,3743.870773
101,21418,303,410,237.3301888,237.3339748,237.3320818
101,21420,307,403,407.0226831,407.5221663,407.2724247
101,21424,306,407,6667.629364,6673.454315,6670.54184
101,21425,307,403,839.3013992,839.0475616,839.1744804
101,21430,306,407,224.2517085,224.2584424,224.2550755
101,21431,302,408,1706.507664,1706.50526,1706.506462
101,21432,308,404,0,0,0
101,21433,304,409,1375.618652,1381.422363,1378.520508
101,21435,308,404,2363.240952,2361.854263,2362.547607
101,21437,302,408,564.8230858,565.0889473,564.9560165
101,21440,305,412,735.7839565,720.9334583,728.3587074
101,21443,305,412,496.5485477,496.736021,496.6422844
101,21444,307,403,0,0,0
101,21446,308,404,475.3461981,474.0700769,474.7081375
101,21454,304,409,180,180,180
101,21456,306,407,1595.188599,1595.190964,1595.189781
101,21460,303,406,223.8137574,224.1033893,223.9585733
101,21462,308,404,345.8069639,343.07306,344.440012
101,21465,302,408,1644.05283,1644.052181,1644.052505
101,21467,306,407,417.1497612,417.4112053,417.2804832
101,21468,305,412,817.9470119,818.8993778,818.4231949
101,21477,303,411,211.8937716,211.8325105,211.8631411
101,21484,305,412,1156.454132,1154.165909,1155.31002
101,21488,307,403,558.7865314,559.316,559.0512657
101,21490,306,407,689.1304989,688.9895802,689.0600395
101,21492,306,407,328.9961414,328.9495869,328.9728642
101,21496,307,403,5226.272324,5238.408463,5232.340393
101,21497,306,407,2984.050255,2981.663704,2982.856979
101,21501,306,407,891.0440979,891.9418564,891.4929771
101,21502,302,408,0,0,0
101,21507,306,407,1369.169903,1370.111713,1369.640808
101,21509,305,412,3571.806732,3571.531738,3571.669235
101,21521,306,407,334.0388584,335.2170658,334.6279621
101,21523,306,407,3631.072289,3630.902504,3630.987396
101,21524,307,403,1232.074913,1231.558128,1231.816521
101,21527,306,407,2392.580994,2389.780457,2391.180725
101,21529,304,409,0,0,0
101,21531,302,408,164.5247316,164.5613718,164.5430517
101,21532,304,409,370.1789532,371.4541569,370.816555
101,21533,306,407,252.1285362,252.0791512,252.1038437
101,21543,307,403,235.3950243,235.3927965,235.3939104
101,21549,307,403,6049.668579,6049.728394,6049.698486
101,21550,301,405,218.2889595,218.2440052,218.2664824
101,21555,303,410,133.0192537,132.8855066,132.9523802
101,21557,307,403,4475.752579,4481.306442,4478.52951
101,21558,302,408,283.720583,283.5461102,283.6333466
101,21561,306,407,964.632473,969.5149422,967.0737076
101,21573,306,407,-84.21252012,-81.56067133,-82.88659573
101,21579,306,407,152.1881824,152.1939607,152.1910715
101,21583,305,412,314.6619301,314.7561951,314.7090626
101,21585,302,408,535.9237175,535.8633156,535.8935165
101,21589,306,407,1171.647617,1180.496624,1176.072121
101,21596,302,408,719.6916485,719.8770809,719.7843647
101,21597,302,408,436.3105583,434.2861938,435.2983761
101,21601,306,407,5101.112183,5106.432678,5103.77243
101,21602,306,407,907.3979988,907.4069366,907.4024677
101,21605,303,401,143.0031481,142.9089174,142.9560328
101,21606,302,408,1601.069374,1601.03054,1601.049957
101,21607,306,407,3672.71698,3672.386322,3672.551651
101,21612,304,409,494.9908428,494.8249073,494.9078751
101,21614,306,407,0,0,0
101,21617,303,401,710.9373493,708.9174442,709.9273968
101,21619,306,402,7025.947418,7027.637177,7026.792297
101,21626,308,404,320.4699173,319.3781242,319.9240208
101,21630,308,404,3545.883965,3546.153389,3546.018677
101,21631,302,408,0,0,0
101,21637,305,412,857.8467236,858.8323917,858.3395576
101,21639,308,404,3122.538895,3121.941696,3122.240295
101,21640,303,401,245.9608278,246.0121527,245.9864902
101,21642,303,401,421.6145763,421.6412678,421.6279221
101,21644,303,401,2062.465118,2067.38031,2064.922714
101,21648,306,407,241.4935136,241.8660712,241.6797924
101,21650,303,401,1007.48769,1007.949627,1007.718658
